video_id,channel_id,published_date,category_name,duration,tags,description,on_trending_date,off_trending_date,on_rank,off_rank,on_views,off_views,on_likes,off_likes,on_dislikes,off_dislikes,on_comments,off_comments,on_channel_subscribers,off_channel_subscribers,on_channel_total_views,off_channel_total_views,on_channel_total_videos,off_channel_total_videos
VSTcg,CH0PsUG,2021-07-22,Entertainment,PT8M36S,SBS|세상에이런일이|순간포착|순간포착 세상에 이런 일이|우와한비디오|역대급|놀라운 능력|놀라운 이야기|놀라운 사연|what on earth|wowvideo|how in the world|shook|OMG|amazing story|amazing human|talented|talented human|amazing people|dope video|unusual|unique|머릿속거미|기생왕거미|몸속의거미|거미가몸안에|코로들어간거미|고통의연속|진공청소기,하루 종일 머리를 때리는 남자...! 왜 그러시는지 물었더니 머릿속에 거미가 살고 있어서라고요?!! 그냥 거미도 아니고 몸길이가 12mm나 되는 기생왕거미가 산다고요? 이게 무슨 일이죠..ㄷㄷ얼마나 괴로웠으면 그냥 청소기도 아니고 모든 걸 다 빨아들여버리는 진공 청소기를 코에다 집어넣고 거미를 빨아내려고 하는 이 남자!!! 24시간 고통 속에서 살고 있는 그의 이야기를 지금 들어보시죠...!순간포착 세상에 이런일이 (2021.06.29 방송)#우와한비디오 #wowvideo #머리속의거미────────────────────제보·문의💬 sbswowvideo@gmail.com▶우와한비디오 구독하기 : https://bit.ly/2UruBXv▶우와한비디오 페이스북 :https://www.facebook.com/wowwowvideo▶우와한비디오 인스타그램 : https://www.instagram.com/sbswowvideo,2021-07-24,2021-07-27,1,28,3789122,4825732,35596,43646,979,1305,4686,5232,957000,965000,1037304579,1047582763,1103,1106
VSTve,CHnLeqv,2021-07-11,Entertainment,PT8M2S,안은우|아누누|아누누머만드누|풍선사탕|불어먹는 사탕|먹는 풍선|불어먹는 사탕 만드는법|풍선사탕 만드는법,Kevin MacLeod의 Marty Gots a Plan에는 크리에이티브 커먼즈 저작자 표시 4.0 라이선스가 적용됩니다. https://creativecommons.org/licenses/by/4.0/출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1500015아티스트: http://incompetech.com/Kevin MacLeod의 Ghost Dance에는 크리에이티브 커먼즈 저작자 표시 4.0 라이선스가 적용됩니다. https://creativecommons.org/licenses/by/4.0/출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100573아티스트: http://incompetech.com/Kevin MacLeod의 Bushwick Tarantella에는 크리에이티브 커먼즈 저작자 표시 4.0 라이선스가 적용됩니다. https://creativecommons.org/licenses/by/4.0/출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1300002아티스트: http://incompetech.com/Kevin MacLeod의 The Builder은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1400016아티스트: http://incompetech.com/Kevin MacLeod의 Classic Horror 1 - Dark World에는 크리에이티브 커먼즈 저작자 표시 4.0 라이선스가 적용됩니다. https://creativecommons.org/licenses/by/4.0/출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100471아티스트: http://incompetech.com/본 음성은 인공지능 성우 서비스 타입캐스트에서 제작되었습니다. 인공지능 성우 카밀라 외 2명https://typecast.ai/Designed by Freepik,2021-07-14,2021-07-15,31,50,246084,294443,3301,3708,107,128,331,374,147000,148000,22751909,23167187,152,152
VSUNi,CHuRZ7_,2021-06-02,Film & Animation,PT11M57S,,우당탕탕 샌박전대 EP:  1기 마지막화 12화[우왕푸왕] 샌드박스 스트리머 or 유튜버 캐릭터 유니버스 에니메이션제작 : 뽕필 (   @뽕필공방 BongfillCraft     )참가 :  아지라이더 (  양아지  ) 닥터와르도 (   왈도쿤     ) 퍼플쇼 (   소니쇼    ) 플로핀(   꽃핀   )  킹블루 (  @악동 김블루    ) 붉은노을 (   양노을   )  메가구 ( 아구 ) 휴지국장 (휴지,2021-06-04,2021-06-05,21,36,143909,198061,6857,7860,52,65,3052,3499,307000,308000,77961180,78093130,33,33
VSX0q,CH4sIlW,2021-07-16,People & Blogs,PT20M18S,커플|VLOG|vlog|일상|브이로그|냔지|nyanji|couple,"오늘도 찾아와주신 냠냠이분들 감사드려요 .• ❤︎❤︎ 현지 - @quya_a https://instagram.com/quya_a?utm_medi...❤︎ 은찬 - @eun._.nyan https://instagram.com/eun._.nyan?utm_...—————————————————————————————* 여기에 없는 정보는 저도 모르는 것..! 🥺• 착장 - 아디다스 반팔 & 쇼츠 DV2558 & DV 2589• 은찬 상의 : 본챔스• 오렌즈 비비링 초코ㅣ• 목걸이&귀걸이 - 쥰쥬얼리—————————————————————————————*이니스프리의 광고를 포함하고 있습니다.광고는 제가 영상 일을 이어나가는데에 큰 힘이 된답니닷 🙇🏻‍♀️✨광고도 늘 즐겁게 봐 주셔서 감사드려요오 ( σ̴̶̷̤ .̫ σ̴̶̷̤ ) 💕* 7/15(목) ~ 7/17(토) 단 3일간! 이니스프리 멤버십 세일이 진행된다하니 득템합쉬다~! 좋은템 함께 나눠쓰고자 이벤트를 준비해봤어요 💚저희처럼 짝꿍과 함께 나눠 쓰라는 의미로 그린티 씨드 세럼 2개씩!총 10분께 나눠드리니 댓글로 영상 감상평 남겨 주시면 되어요 ~~❤︎ 그린티 씨드 세럼  https://bit.ly/3AY1jX2❤︎ 왕벚꽃 톤업 크림 https://bit.ly/3xLwxOT❤︎ (광고X) 노세범 파우더 쿠션  https://bit.ly/3ri8zst❤︎ (광고X) 수퍼 화산송이 클레이 무스 마스크 2X  https://bit.ly/3hG9j7z❤︎ 화산송이 카밍 클레이 모공 마스크  https://bit.ly/2VCb6BS—————————————————————————————🎁 서울특별시 용산구 서빙고로 17 , 센트럴파크타워 3층“악의적 댓글, 영상 내 인물에 대한 허위사실 유포는 모두 삭제 • 차단합니다.” (명예훼손은 소속사를 통해 고소 처리하고 있음을 알려드립니다.)—————————————————————————————비즈니스 문의 : nyanji821@gmail.com—————————————————————————————ⓒ 2016 냔지 ALL RIGHTS RESERVED.—————————————————————————————#장거리연애끝 #남자친구 #집데이트 #커플 #여름스킨케어 #이니스프리",2021-07-18,2021-07-19,21,32,230186,276028,5166,5629,76,97,547,591,333000,333000,57445794,57592982,131,131
VS_DL,CHCJ2b2,2021-06-08,People & Blogs,PT1M7S,,,2021-06-10,2021-06-12,4,32,943069,1356848,18093,21818,1625,2474,2955,3664,120000,123000,4531414,5524026,18,18
VSa7u,CHbD8Ep,2021-04-08,Entertainment,PT4M31S,킹덤|KINGDOM|그리워하다|비투비|BTOB|엠넷|Mnet,"[풀버전] ♬ 그리워하다 (Theatre Ver.) - 비투비(BTOB)전설이 되어라, WHO IS THE KING?＜킹덤(KINGDOM : LEGENDARY WAR)＞매주 (목) 저녁 7시 50분 본방송",2021-04-10,2021-04-11,7,22,1311651,1793995,79777,91975,1033,1208,31498,46887,17600000,17600000,11757439175,11771045064,23332,23335
VSb5O,CHr0ade,2021-07-19,Entertainment,PT17M5S,KBSN|서장훈|이수근|무엇이든물어보살|고민상담|점괘|보살|선녀보살|동자보살|KBSJoy|외도|바람|의심|불륜|상간녀|소송|불륜녀,여직원과 외도 후 돌아온 남편..남편과 관계가 끝나고도 여전히 자극하는 불륜녀♨의심에서 벗어날 수 있을까요?신통방통 리얼 고민 해결쇼 #무엇이든물어보살 ★월요일 밤 8시 30분 KBS Joy 방송★KBSN 구독하기👉 https://bit.ly/3x7NeUA사연 신청👉 kbsbosal@naver.com,2021-07-21,2021-07-23,8,27,724835,1026604,5485,6971,234,337,3496,4756,737000,738000,1193820089,1196645914,13346,13352
VScF8,CH8WoHU,2021-05-17,Entertainment,PT8M18S,비긴어게인|오픈마이크|비긴어게인오픈마이크|린|나를사랑하지않는그대에게|이소라|바다|버스킹|라이브|경기도|화성|전곡항|화성전곡항버스킹|바다버스킹,데뷔 20년 만에 첫 버스킹🎤 린(LYn)의 역대급 무대 '나를 사랑하지 않는 그대에게'♬#오픈마이크 #린 #나를사랑하지않는그대에게원곡 : 이소라비긴어게인 구독하기 ▶ https://bit.ly/35Uzq4q-------------------------------------------------------------------------------------------비긴어게인 오픈마이크는 촬영지의 협조를 받아방역 규칙을 준수하며 안전하게 촬영을 진행했습니다.-------------------------------------------------------------------------------------------,2021-05-19,2021-05-20,13,22,285430,430919,6774,8862,75,101,426,529,1090000,1090000,390984581,393810974,788,790
VSd9O,CH2o_y8,2021-04-03,Comedy,PT9M19S,박민정|촉형|하우스어택,조재원 & 박민정 유튜브 구독!#박민정 #촉형 #하우스어택,2021-04-05,2021-04-07,20,49,648491,838880,4270,4965,128,180,324,393,1540000,1540000,370390530,371287897,248,248
VSgn-,CHicKQU,2021-05-26,Education,PT12M4S,,"[올리버쌤의 영어회화 일력 365]저와 함께 새해 영어 공부를 매일 함께 해봐요!! 교보문고 https://bit.ly/389tTbX예스24 https://bit.ly/3l1nXFo알라딘 https://bit.ly/3etrwBP인터파크 https://bit.ly/3kYvHYY인터파크 글로벌 https://bit.ly/2Jfcc0J배꼽이 다 낫고 드디어 첫 목욕을 하게 된 체리!두 달이 넘는 시간 동안 목욕을 한 번도 못해서 얼마나 불편했을까요?빨리 시원하고 개운하게 씻겨주고있어요. 혼자 하기 좀 걱정이 되어서 육아 베테랑 로희여사를 불렀답니다.체리의 첫 목욕, 여러분도 함께 해 주세요 [올리버쌤의 실전 영어 꿀팁 100] 구매하기 예스24 https://bit.ly/31o54Dg교보문고 https://bit.ly/2R7WlQZ[올리버쌤의 영어 꿀팁] 책 구매하기예스24 http://bit.ly/2QigDck교보문고 http://bit.ly/2qWTNJc[인스타그램] 올리버쌤 http://instagram.com/oliverkorea 마님툰 http://instagram.com/manim_toon체리 http://instagram.com/cherry_bbobbo[유기견 입양 신청 및 해외 이동봉사 문의]메일 2798catherine@gmail.com인스타 instagram.com/yellow_mom_",2021-05-27,2021-05-29,32,46,1488974,2025720,52675,62409,264,358,5808,6714,1940000,1940000,434583657,435355918,586,587
VShFK,CHuhAUM,2021-04-13,Music,PT3M29S,MAMAMOO|마마무|Whee In|휘인|Redd|휘인 Redd|휘인 water color|휘인 뮤비|휘인 뮤직비디오|휘인 water color 뮤비|휘인 워터컬러|Whee In water color,"[MV] 휘인 (Whee In) - water colorInstagram: https://bit.ly/2TrQPJDFacebook: https://bit.ly/2OYoA1WTwitter: https://bit.ly/2TuKNboAbout MAMAMOO.MAMAMOO(마마무) OFFICIAL CHANNEL#MAMAMOO #휘인 #ReddMAMAMOO.SUBSCRIBE: https://bit.ly/2PFdfsIhttps://www.youtube.com/c/MAMAMOO_OFFICIALDon't forget to subscribe, like and leave a comment.",2021-04-15,2021-04-15,18,18,2230372,2230372,341504,341504,1521,1521,54255,54255,5610000,5610000,1255094117,1255094117,554,554
VSitA,CHLkAep,2021-07-16,Music,PT7M39S,방탄소년단|BTS|BANGTAN|HIPHOP|알엠|RM|슈가|SUGA|제이홉|jhope|지민|JIMIN|정국|JUNGKOOK|JIN,Connect with BTS: https://ibighit.com/bts http://twitter.com/BTS_bighithttp://twitter.com/BTS_twt http://www.facebook.com/bangtan.official https://www.youtube.com/user/BANGTANTV http://instagram.com/BTS.bighitofficial https://channels.vlive.tv/FE619 https://www.tiktok.com/@bts_official_bighithttps://weverse.onelink.me/qt3S/94808190https://www.weibo.com/BTSbighithttps://www.weibo.com/BTSmembers http://i.youku.com/btsofficial http://btsblog.ibighit.com,2021-07-18,2021-07-18,12,12,6195556,6195556,1293467,1293467,1953,1953,37584,37584,54100000,54100000,8877824021,8877824021,1546,1546
VSkHs,CHi-XI2,2021-05-07,Film & Animation,PT4M4S,계급|신분|노예,계급사회 3번째 편입니다. 4편은 다음주에 이어집니다.1편 링크: https://youtu.be/ypF6ORlJUtE2편 링크: https://youtu.be/1hS2mOmGIhM----BGM----Deeplistening by Lilo SoundLink: https://filmmusic.io/song/5778-deeplisteningLicense: https://filmmusic.io/standard-licenseEnding Hours  by Rafael KruxLink: https://filmmusic.io/song/5406-ending-hours-License: https://filmmusic.io/standard-licenseAction Strike  by Rafael KruxLink: https://filmmusic.io/song/5300-action-strike-License: https://filmmusic.io/standard-licenseVisitors In The Night  by Rafael KruxLink: https://filmmusic.io/song/5304-visitors-in-the-night-License: https://filmmusic.io/standard-licenseHidden Truth  by Rafael KruxLink: https://filmmusic.io/song/5296-hidden-truth-License: https://filmmusic.io/standard-licenseBeginning Of Conflict  by Rafael KruxLink: https://filmmusic.io/song/5288-beginning-of-conflict-License: https://filmmusic.io/standard-licenseGarten Eden by Sascha Ende®Link: https://filmmusic.io/song/477-garten-edenLicense: https://filmmusic.io/standard-license,2021-05-09,2021-05-12,13,49,478116,678483,8308,9411,207,298,2114,2440,136000,139000,49399596,50364284,64,64
VSkw6,CHrXkDA,2021-04-12,Autos & Vehicles,PT31M18S,기아|그랜저|K7|K8|Kia|Grandeur,"과연 그랜저를 이길 수 있을지 관심이 모아지고 있는 기아 K8을 시승했습니다. 3.5 앞바퀴 굴림 풀옵션 모델로 차량 가격이 4,912만원입니다. 국산 V6 자연흡기 엔진 중 가장 강력한 300마력을 발휘해 시원시원한 달리기를 선보이고, 승차감은 그랜저보다 살짝 단단합니다. 국산차에 처음 선보이는 메리디안 오디오도 상당히 훌륭합니다. 확실히 그랜저를 이길 수 있을까요?",2021-04-14,2021-04-15,19,34,72804,105552,757,915,30,53,150,195,182000,182000,102348559,102423462,1029,1030
VSoAC,CHKHLAo,2021-04-02,Sports,PT10M55S,#류현진|김광현|#토론토|#세인트루이스|#메이저리그|#mlb|#인사이드mlb|#김형준|#김형준기자|#김형준위원|#dktv|#메생이tv|​#MBC스포츠탐험대,양키스를 상대한 류현진의 개막전 리뷰#류현진 #김형준의베이스볼큐브 #김형준의야구야구,2021-04-03,2021-04-03,14,14,220890,220890,3292,3292,80,80,379,379,94600,94600,45942882,45942882,777,777
VSqIB,CH22go5,2021-05-28,Pets & Animals,PT3M9S,애니멀봐|동물농장|TV동물농장|동물농장 애니멀봐|애니멀봐 동물농장|sbs animal farm|sbs animal eng sub|sbs animal show|animals|animal farm|tv animal farm|tv animal farm korean eng sub|tv animal farm eng sub|동물영상|재미있는 동물영상|sbs animal farm 2021|애니멀봐 강아지|애니멀봐 고양이|애니멀봐 뻔뻔한 고양이|고양이랑 강아지 싸움|강아지와 고양이 웃긴영상|고양이와 강아지|뻔뻔한 고양이|웃긴 고양이|고양이 울음소리|고양이 동영상|고양이 간택|동물농장 고양이 간택|길고양이|cat sounds|cat videos|stray cats|stray cat chooses owner|cat and dog funny videos|cat and dog fight|돼범이,"하루에 4번 창문을 넘고 8번 비번을 누르고, 85번의 들어올 기회를 엿보는 길고양이다음 이야기 ↓↓↓https://youtu.be/yG34NQXoXu8#집에서함께애니멀봐 #고양이집사간택 #무단침입냥돼범이-------------------------------------------------애니멀봐와 한배타고⛵☞ https://goo.gl/WL9mGy뻔뻔한 고양이 더 보기🐱☞ https://youtu.be/m2gcX3fbUE8아님 다른 동물 더 보고나서🐦☞ https://youtu.be/NzDVTjYEazQ[애니멀봐]와 베프되기　페이스북: https://www.facebook.com/sbstvanimal　인스타그램: https://www.instagram.com/sbsanimal　트위터: https://twitter.com/sbsyang",2021-05-30,2021-06-02,3,21,1063429,2361704,28995,50362,255,543,3348,5418,3970000,3980000,3574152685,3584337866,2876,2880
VSvtU,CHYt4St,2021-04-23,People & Blogs,PT2M55S,MBC|예능|금요예능|나혼자산다|나혼산|독신|1인가족|무지개|무지개회원|자취|솔로|생활|혼술|혼밥|예고|Ilivealone|single|family|solo|rainbow|living|life|Preview,★★★More clips are available★★★iMBChttp://www.imbc.com/broad/tv/ent/singlelife/vod/WAVVEhttps://www.wavve.com/player/vod?programid=M_T60377G&page=1,2021-04-25,2021-04-25,33,33,513899,513899,7996,7996,210,210,830,830,732000,732000,206658499,206658499,254,254
VT0m-,CHhE5nZ,2021-07-16,Entertainment,PT10M7S,공대생|파뿌리|핫도그|꿀젤리|틱톡|만들기|보물섬|더블비|핫소스|실험|쇼츠,#01시트콤 #유행 #꿀젤리문의는 gds@videovillage.co.krhjsbjh2@gmail.com 으로 부탁드려요!,2021-07-18,2021-07-20,19,47,552921,781412,7677,9813,281,401,640,797,2070000,2070000,1355110000,1356698965,1418,1419
VT1jU,CH1GHhg,2021-05-18,People & Blogs,PT23M1S,,#머니게임 #니갸르 #집단퇴소,2021-05-20,2021-05-24,6,46,705298,971461,11938,13551,906,1433,5658,5996,51300,52100,4211994,5998420,47,55
VT3PF,CH8CIM3,2021-05-07,Gaming,PT10M18S,혜안|먹방,"먹는다 vs 국물내기 용이다[업로드] 월,화,금,토,일 저녁 9시 업로드[문의메일] zxcv34276@gmail.com[인스타그램] @hxxax_#혜안 #먹방 #너구리본 음성은 인공지능 성우 서비스 타입캐스트에서 제작되었습니다.인공지능 성우 호빈이https://typecast.ai/",2021-05-09,2021-05-11,20,45,531491,680871,33486,36375,220,314,7074,7599,1040000,1040000,330832589,332126102,678,680
VT3bg,CHrhH1d,2021-06-15,Entertainment,PT1M42S,브레이브엔터테인먼트|Braveentertainment|용감한형제|Bravebrother|Bravesound|브레이브걸스|Brave Girls|브브걸|브걸|쁘걸|민영|은지|유나|유정|Minyoung|Eunji|Yuna|Yujeong|치맛바람|Chi Mat Ba Ram|썸머퀸|서머퀸|Summer Queen|롤린|Rollin'|하이힐|High Heel|운전만해|We Ride,[ official Site ]Brave        http://bravesound.comTwitter       http://twitter.com/bravesound_facebook   http://www.facebook.com/BraveEntertainmentInstagram  http://instagram.com/braveent_officialTVcast       http://tvcast.naver.com/bravesound#BraveGirls #Summer_Queen #ChiMatBaRam#브레이브걸스#썸머퀸 #치맛바람#피어레스 #FEARLESS#Highlight_Medley #하이라이트메들리#210617_6PM,2021-06-16,2021-06-18,5,10,461802,1091103,25703,42335,254,585,4734,6413,330000,357000,95409996,96873334,427,430
VT5ty,CHH5U89,2021-05-10,Autos & Vehicles,PT3M19S,한문철|과실비율|몇대몇|사고|교통사고|영상|블랙박스|블박|블박세|블랙박스로 본 세상|스스로닷컴|susulaw|car|traffic|accident|traffic accident|black box|dash cam|video,"s4259, 210510 (월) 오후 생방송, 느랏재 터널 오토바이 사망사고2021년 05월 02일 10시경 (일)춘천시 동면 평촌리 피해 오토바이가 느랏재터널을 나온 후 내리막길 남향하던 중 커브를 돌던 북향 가해자 오토바이가 중앙선을 넘어서 정면 충돌. 이 사고로 가해자는 수분 후 사망하였으며 피해자는 골반, 팔, 다리 등 복합골절 및 내부출혈로 중환자실 입원중.   오토바이끼리 부딪혀서 사망하는 사고는 극히 드뭄,커브길에서는 중앙선에서 멀어지길, 천천히 서행,라이더 분들, 이 사고 영상이 여러분들의 안전을 지켜주는 초석이 될 수 있기를 기원,가히, 블랙박스, 블박영상, 교통사고 영상, traffic accident, car accident, dash cam, black box",2021-05-12,2021-05-13,20,32,783621,911246,8732,9676,522,616,0,0,941000,943000,765118561,766975067,11516,11525
VT70t,CHnNfsL,2021-07-01,Entertainment,PT9M6S,석준이가해|여름석준|석준여름|여름|석준|커플채널|커플영상|커플데이트|커플브이로그|커플일상|남자친구|여자친구|남친|여친|커플유튜브|커플유튜버|COUPLE|DATE|DAILY|VLOG|커플싸움|커플대결|N년차커플|연애|소지품|맞추기|소지품 맞추기|물건맞추기,왠지 오늘은 민트초코가 먹고 싶지 않았어.*BGM 출처🎵Music provided by 브금대통령🎵Track : 뽀짝뽀짝 - https://youtu.be/daKWWCbsuAo🎵Track : Ready To Nap - https://youtu.be/UZE2a9gTsDk🎵Track : 갑자기 멍때리기 - https://youtu.be/TdQYTw-jhw8🎵Track : 나는야 장난꾸러기 - https://youtu.be/MYLjqNApdTE▶석준이 페이스북 : https://www.facebook.com/yeoseok1▶여름이 페이스북 : https://www.facebook.com/yeoseok2▶석준이 인스타그램 : https://www.instagram.com/psj9434/▶여름이 인스타그램 : https://www.instagram.com/summe_reum/협업문의 / Business contactsukjunigahae@sandbox.co.kr,2021-07-03,2021-07-04,30,49,153253,194622,3289,3782,55,74,161,166,522000,522000,118770469,118963226,206,206
VT7GW,CHUK4Yj,2021-07-03,Film & Animation,PT5M43S,병맛더빙|웃긴영상|뚜식이|병맛애니|만화|웃긴만화|더빙|꿀잼|볼만한애니|재밌는애니|만화추천|애니추천|뚜식|웃긴 영상|재밌는 영상|사이다 영상|참교육|사이다 사연|사이다 참교육|참교육 레전드|참교육 사이다|참교육 사이다툰|사이다툰|참교육툰|참교육 애니|일진 참교육|일진|지옥|지옥툰,"병맛더빙 뚜식이 오늘의 주제는 지옥입니다:)오랜만에 사이다툰!오늘은 어떤 참교육일지?끝까지 잘 봐주세요:)늘 응원해주셔서 감사합니다.우리 로뚜님들 정말 사랑해요🧡업로드 안내매주 수요일 / 토요일 업로드하고 있습니다:)업로드 시간수요일 오후 5시토요일 오전 11시※ 마감이 늦으면 업로드 시간이 늦을 때가 있는데 최대한 늦지 않게 업로드할게요:)뚜식이 스튜디오뚜식이,호짱,연준,교승인,희희뚜식이 구독하기 : https://www.youtube.com/channel/UCUK4YjvUvHrFQwTFXwkUIng?sub_confirmation=1비지니스 문의 : ddusike@sandbox.co.kr#병맛더빙#웃긴영상#뚜식이",2021-07-04,2021-07-04,47,47,174012,174012,4148,4148,84,84,748,748,180000,180000,65679483,65679483,126,126
VT7lh,CHLkAep,2021-05-24,Music,PT3M28S,방탄소년단|BTS|BANGTAN|HIPHOP|알엠|RM|슈가|SUGA|제이홉|jhope|지민|JIMIN|정국|JUNGKOOK|JIN,Connect with BTS: https://ibighit.com/bts http://twitter.com/BTS_bighithttp://twitter.com/BTS_twt http://www.facebook.com/bangtan.official https://www.youtube.com/user/BANGTANTV http://instagram.com/BTS.bighitofficial https://channels.vlive.tv/FE619 https://www.tiktok.com/@bts_official_bighithttps://weverse.onelink.me/qt3S/94808190https://www.weibo.com/BTSbighithttps://www.weibo.com/BTSmembers http://i.youku.com/btsofficial http://btsblog.ibighit.com,2021-05-26,2021-05-30,2,36,22451910,34687482,3517783,3953586,20743,29665,185934,200074,50500000,50800000,7920691121,7999727954,1488,1489
VT9y-,CHXGh59,2021-06-09,Howto & Style,PT2M35S,#엠팩토리|#엠라운지|#헬스|#과거|#홈트|#헬스장|#몸관리|#다이어트,건강관리 어떻게 하고 계시나요? 동네 공원을 산책하거나 등산 아니면 축구나 농구 같은 구기종목배드민턴 탁구 등 실내체육활동 등등등 다양한 방법으로 몸을 관리하실 텐데대표적으로 몸 관리를 한다면 생각나는 그것이 있죠! 바로 헬스장입니다각종 기구들과 다양한 종류의 세션을 통해 관리하는 오늘날의 헬스장 모습인데80년대 헬스장은 어떻게 운영되고 있었을까요? 궁금하시지 않으신가요?오늘의 주제 80년대 헬스장 엠팩토리와 함께 보러 가시죠!#엠팩토리 #헬스장 #레트로 #헬스 #헬스트레이너,2021-06-11,2021-06-11,29,29,92365,92365,423,423,26,26,259,259,13300,13300,3401754,3401754,170,170
VTA3_,CHXTQWs,2021-05-02,People & Blogs,PT13M9S,코미디|유머|페이크다큐|문신돼지충|별놈들|나선욱|99대장|브이로그|vlog,"재밌게 보시구 구독과 좋아요 부탁드릴게요~ 광고,협찬 문의는 tjsdnrrkaus@naver.com별놈들 일상 데일리룩 보러오셈인스타  https://instagram.com/hahahahauk?igshid=12n15117q5qo0 (99대장 선욱이)             https://instagram.com/she_meeee?igshid=1897eelolkm6e  (99인심 인심이)#문신돼지충 #Vlog #페이크다큐",2021-05-04,2021-05-06,17,49,307296,369605,11839,12240,130,166,886,929,399000,400000,133504040,133881734,343,344
VTAO3,CHeSHil,2021-04-14,Entertainment,PT45S,초간단 마술|스펀지 마술사|street magician|sponge magic|마술사|거리마술|스트릿매직|쇼킴매직|길거리마술|카드마술|마술몰카|마술장난|마술왕|홍대마술|홍대공연|마술리액션|마술 배우기|마술도구|마술트릭|마법사|스트릿마술|마술채널|순간이동마술|마술해법|홍대미녀|생활마술|멘탈마술|하트마술|레전드 모음|간단한 마술|카드마술 트릭|마술영상|스펀지마술|동전마술|심리마술|부두마술|홍대 공연|초능력|카드체인지|여고생 리액션|서공예|카드기술|리액션 모음|마술피리|하이라이트 모음|다시보기 채널|호구와트마술|해리포터|호그와트|신기한 마술|머글|마술실수|마술쇼|Shorts,#거리마술​​ #카드마술​​ #Shorts원본 영상 보러가기비상구마술  https://www.youtube.com/watch?v=l5w87w5NVpQ&t=1s멘탈마술      https://www.youtube.com/watch?v=7BE56HtT0Ow&t=439s유리병마술  https://www.youtube.com/watch?v=7jzx9DkgkJo,2021-04-17,2021-04-18,16,46,260804,337996,4249,5000,222,288,134,134,47600,50500,9701364,10839332,199,199
VTAj5,CH_plsx,2021-04-05,Entertainment,PT8M16S,옆집형|베트남|호치민|하노이|동남아|여행|맛집|먹방,*옆집형 인스타 @yupzip._.bro (https://instagram.com/yupzip._.bro?igshid=124opqfayx0bj)*비즈니스 문의monstaz.vn@gmail.com*BGMKevin MacLeod의 Marty Gots a Plan은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1500015아티스트: http://incompetech.com/Kevin MacLeod의 Investigations은(는) Creative Commons Attribution 라이선스(https://creativecommons.org/licenses/by/4.0/)에 따라 라이선스가 부여됩니다.출처: http://incompetech.com/music/royalty-free/index.html?isrc=USUAN1100646아티스트: http://incompetech.com/,2021-04-07,2021-04-09,15,50,333855,411752,11933,12339,363,449,1259,1291,253000,254000,93122475,93988315,427,429
VTBQC,CHYnfy2,2021-04-13,People & Blogs,PT8M2S,치팅데이|먹방|떡볶이먹방|명랑핫도그|배떡먹방|배떡로제떡볶이먹방|배떡로제떡볶이후기|로제떡볶이추천|핫도그추천|핫도그먹방|로제떡볶이조합,인스타그램 : http://www.instagram.com/juy93/(수익 전액 기부) 돼지 머리띠 : https://bit.ly/3mlFYzP​(수익 전액 기부) 소주 코인 목걸이 : https://bit.ly/3cPXkS7#배떡 #나는일어나지벌떡 #로또1등은그림의떡,2021-04-15,2021-04-16,32,45,341592,387173,8759,9318,160,200,1338,1412,460000,461000,67236255,67460509,126,126
VTBcG,CHQabOR,2021-06-05,News & Politics,PT3M45S,스브스뉴스|중국 대만 전쟁|중국|china|차이나|대만|타이완|미국|한국|korea|war|미사일|항공모함|헬리콥터|육군|해군|공군|군사|군대|국방부|전투기|폭격기|장갑차|중국 대만 파인애플|중국 대만 전쟁 한국|중국 대만 군사력|군사력|밀리터리|중국 군사력|대만 군사력|중국 군사력 순위|미국 중국 군사력|중국 군사력 실체|중국 군사|중국 군대|중국 군사력 증강|중국 해군|중국 해군력|중국 미국 전쟁|중국 미국 전쟁 시나리오|중국 미국 군사력|중국 대만 전쟁 시나리오|군사력 순위|군사력 해외반응,"최근 중국과 타이완의 군사적 갈등이 고조되고 있습니다. 중국은 타이완 침공을 가정한 군사 훈련을 벌이고 타이완도 이에 맞서 방어 훈련을 강화했습니다.중국이 인민해방군 건군 100주년인 2027년 즉 6년 안에 타이완을 무력침공할 것이란 전망까지 나오고 있는 상황, 실제 전쟁 가능성은 얼마나 될까요? 자세한 내용은 영상으로 확인하세요! ✔ 뉴스에는 위아래가 없다, 스브스뉴스- 스브스뉴스 링크 -Facebook : https://www.facebook.com/subusunews​​​Instagram :  https://www.instagram.com/subusunews/​​​홈페이지 : https://news.sbs.co.kr/news/subusuNew...​",2021-06-06,2021-06-08,12,45,288634,521076,3222,5019,133,248,3143,4707,663000,663000,658231519,659522835,2412,2414
